0,1,2,3,4,5,6,7,8,9
126,1,4,0,0,0,3,1,1,0
0,145,1,0,0,0,3,0,0,0
0,0,98,1,0,0,3,0,1,0
1,1,0,37,0,0,2,0,4,0
0,1,1,0,136,0,1,0,0,1
0,0,1,0,0,16,1,0,0,0
3,1,1,1,1,1,136,0,0,2
0,1,1,1,0,0,1,22,3,0
0,0,0,3,2,3,3,0,131,0
0,1,2,0,1,0,2,1,1,84
